,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
1689,David Silva,David Josué Jiménez Silva,37,1.7,Spain,Arguineguín,4.0,50.0,midfield - Attacking Midfield,21,left,Real Sociedad,2024-06-30,2020-08-17,IFM,Puma,LaLiga
1690,Mikel Oyarzabal,Mikel Oyarzabal Ugarte,26,1.81,Spain,Eibar,50.0,70.0,Attack - Left Winger,10,left,Real Sociedad,2028-06-30,2016-01-01,,Nike,LaLiga
1691,Ander Barrenetxea,Ander Barrenetxea Muguruza,21,1.75,Spain,Donostia-San Sebastián,6.0,15.0,Attack - Left Winger,7,right,Real Sociedad,2027-06-30,2019-07-01,Wasserman,,LaLiga
1692,Takefusa Kubo,久保 建英,21,1.73,Japan,"Kawasaki, Kanagawa",15.0,30.0,Attack - Right Winger,14,left,Real Sociedad,2027-06-30,2022-07-19,Roberto Tukada,,LaLiga
1693,Umar Sadiq,Umar Sadiq Mesbah,26,1.91,Nigeria,Kaduna,18.0,18.0,Attack - Centre-Forward,25,right,Real Sociedad,2028-06-30,2022-09-01,CAA Base Ltd,Nike,LaLiga
1694,Momo Cho,Mohamed-Ali Cho,19,1.82,France  England,Stains,15.0,15.0,Attack - Centre-Forward,11,left,Real Sociedad,2027-06-30,2022-07-01,Sparka Management,adidas,LaLiga
1695,Alexander Sørloth,,27,1.95,Norway,Trondheim,12.0,20.0,Attack - Centre-Forward,19,left,Real Sociedad,2023-06-30,2022-08-29,Keypass AS,Nike,LaLiga
1696,Carlos Fernández,Carlos Fernández Luna,26,1.85,Spain,Castilleja de Guzmán,4.0,10.0,Attack - Centre-Forward,9,left,Real Sociedad,2026-06-30,2021-01-24,Relatives,,LaLiga
1697,Filip Jörgensen,Filip Jørgensen,21,1.9,Denmark  Sweden,Lomma,1.5,1.5,Goalkeeper,35,right,Villarreal,2025-06-30,2023-01-05,Goal Management,,LaLiga
1698,Pepe Reina,José Manuel Reina Páez,40,1.88,Spain,Madrid,0.7,22.0,Goalkeeper,1,right,Villarreal,2023-06-30,2022-07-08,Manuel García ...,adidas,LaLiga
1699,Pau Torres,Pau Francisco Torres,26,1.91,Spain,Villarreal,45.0,50.0,Defender - Centre-Back,4,left,Villarreal,2024-06-30,2018-07-01,InterStarDeporte,,LaLiga
1700,Jorge Cuenca,Jorge Cuenca Barreno,23,1.9,Spain,Madrid,5.0,8.0,Defender - Centre-Back,5,left,Villarreal,2025-06-30,2020-09-21,InterStarDeporte,Nike,LaLiga
1701,Aïssa Mandi,عيسى ماندي,31,1.84,Algeria  France,Châlons-en-Champagne,4.0,20.0,Defender - Centre-Back,23,right,Villarreal,2025-06-30,2021-07-01,Wasserman,,LaLiga
1702,Raúl Albiol,Raúl Albiol Tortajada,37,1.9,Spain,Vilamarxant,3.0,18.0,Defender - Centre-Back,3,right,Villarreal,2024-06-30,2019-07-04,Football Capital,,LaLiga
1703,Alfonso Pedraza,Alfonso Pedraza Sag,27,1.84,Spain,San Sebastián de los Ballesteros,15.0,22.0,Defender - Left-Back,24,left,Villarreal,2026-06-30,2016-07-01,LEADERBROCK,,LaLiga
1704,Johan Mojica,Johan Andrés Mojica Palacio,30,1.85,Colombia  Spain,Santiago de Cali,5.0,5.0,Defender - Left-Back,12,left,Villarreal,2026-06-30,2022-09-01,LF Sport Management,Nike,LaLiga
1705,Alberto Moreno,Alberto Moreno Pérez,30,1.71,Spain,Sevilla,4.0,15.0,Defender - Left-Back,18,left,Villarreal,2024-06-30,2019-07-09,,adidas,LaLiga
1706,Juan Foyth,Juan Marcos Foyth,25,1.87,Argentina  Spain,La Plata,25.0,25.0,Defender - Right-Back,8,right,Villarreal,2026-06-30,2021-07-01,Primotempo,adidas,LaLiga
1707,Kiko Femenía,Francisco Femenía Far,32,1.71,Spain,Sanet y Negrals,2.5,6.0,Defender - Right-Back,2,right,Villarreal,2025-06-30,2022-07-28,Goal Management,,LaLiga
1708,Francis Coquelin,,32,1.77,France  Réunion,Laval,5.0,24.0,midfield - Defensive Midfield,19,right,Villarreal,2024-06-30,2020-08-12,One Team Football,Nike,LaLiga
1709,Étienne Capoue,,34,1.89,France  Guadeloupe,Niort,3.0,13.0,midfield - Defensive Midfield,6,right,Villarreal,2024-06-30,2021-01-04,World Soccer Star ...,,LaLiga
1710,Ramón Terrats,Ramón Terrats Espacio,22,1.81,Spain,Barcelona,1.5,1.5,midfield - Defensive Midfield,39,left,Villarreal,2023-06-30,2023-01-18,MagicPlayers,,LaLiga
1711,Giovani Lo Celso,,27,1.77,Argentina  Italy,Rosario,18.0,50.0,midfield - Central Midfield,17,left,Villarreal,2023-06-30,2022-08-14,DCGLOBALSL,Puma,LaLiga
1712,Dani Parejo,Daniel Parejo Muñoz,34,1.82,Spain,Coslada,7.0,35.0,midfield - Central Midfield,10,right,Villarreal,2024-06-30,2020-08-12,AC Talent,,LaLiga
1713,Manu Trigueros,Manuel Trigueros Muñoz,31,1.78,Spain,Talavera de la Reina,6.0,20.0,midfield - Central Midfield,14,right,Villarreal,2025-06-30,2012-07-01,,,LaLiga
1714,Álex Baena,Alejandro Baena Rodríguez,21,1.74,Spain,Roquetas de Mar,20.0,20.0,Attack - Left Winger,16,right,Villarreal,2028-06-30,2020-08-01,CAA Stellar,,LaLiga
1715,Yéremy Pino,Yéremy Jesús Pino Santos,20,1.72,Spain,Las Palmas,38.0,40.0,Attack - Right Winger,21,right,Villarreal,2027-06-30,2020-08-01,CAA Stellar,,LaLiga
1716,Samuel Chukwueze,Samuel Chimerenka Chukwueze,23,1.72,Nigeria,Umahaia,20.0,30.0,Attack - Right Winger,11,left,Villarreal,2024-06-30,2018-11-01,10Management,,LaLiga
1717,Gerard Moreno,Gerard Moreno Balagueró,31,1.8,Spain,Santa Perpètua de Mogoda,30.0,40.0,Attack - Centre-Forward,7,left,Villarreal,2027-06-30,2018-07-01,YOU FIRST,,LaLiga
1718,Nicolas Jackson,,21,1.88,Senegal  The Gambia,Banjul,15.0,15.0,Attack - Centre-Forward,15,right,Villarreal,2026-06-30,2022-07-01,Epic Sports,,LaLiga
1719,José Luis Morales,José Luis Morales Nogales,35,1.8,Spain,Madrid,4.0,10.0,Attack - Centre-Forward,22,right,Villarreal,2024-06-30,2022-07-01,ABADSPORT,,LaLiga
1720,Rui Silva,Rui Tiago Dantas da Silva,29,1.91,Portugal,Maia,15.0,15.0,Goalkeeper,13,left,Real Betis,2026-06-30,2021-07-01,Team of Future,,LaLiga
1721,Dani Martín,Daniel Martín Fernández,24,1.87,Spain,Gijón,1.5,5.0,Goalkeeper,25,right,Real Betis,2024-06-30,2019-07-18,Bahía Internacional,,LaLiga
1722,Claudio Bravo,Claudio Andrés Bravo Muñoz,40,1.84,Chile  Spain,Viluco,1.0,15.0,Goalkeeper,1,right,Real Betis,2023-06-30,2020-08-30,,adidas,LaLiga
1723,Luiz Felipe,,26,1.87,Italy  Brazil,Colina,15.0,22.0,Defender - Centre-Back,19,right,Real Betis,2027-06-30,2022-07-04,AIS Football,adidas,LaLiga
1724,Edgar González,Edgar González Estrada,26,1.93,Spain,Sant Joan Despí,10.0,10.0,Defender - Centre-Back,3,right,Real Betis,2025-06-30,2020-07-21,InterStarDeporte,,LaLiga
1725,Germán Pezzella,Germán Alejo Pezzella,31,1.87,Argentina  Italy,Bahia Blanca,5.0,20.0,Defender - Centre-Back,16,right,Real Betis,2025-06-30,2021-08-19,Guastadisegno,,LaLiga
1726,Víctor Ruiz,Víctor Ruiz Torre,34,1.84,Spain,Esplugues de Llobregat,1.5,14.0,Defender - Centre-Back,6,left,Real Betis,2023-06-30,2020-08-31,MagicPlayers,Nike,LaLiga
1727,Abner,,22,1.81,Brazil,Presidente Prudente,8.0,8.0,Defender - Left-Back,20,left,Real Betis,2029-06-30,2023-01-15,ADM Esporte,,LaLiga
1728,Juan Miranda,Juan Miranda González,23,1.85,Spain,Olivares,5.0,7.0,Defender - Left-Back,33,left,Real Betis,2024-06-30,2021-07-01,AC Talent,,LaLiga
1729,Youssouf Sabaly,,30,1.73,Senegal  France,Chesnay,5.0,10.0,Defender - Right-Back,23,right,Real Betis,2026-06-30,2021-07-01,,,LaLiga
1730,Aitor Ruibal,Aitor Ruibal García,27,1.76,Spain,Sallent de Llobregat,5.0,5.0,Defender - Right-Back,24,right,Real Betis,2025-06-30,2019-07-01,JV SPORTS SL,,LaLiga
1731,Martín Montoya,Martín Montoya Torralbo,32,1.75,Spain,Gavà,1.5,15.0,Defender - Right-Back,2,right,Real Betis,2024-06-30,2020-08-25,OLIMPUS ESPORT ...,,LaLiga
1732,Guido Rodríguez,,29,1.85,Argentina  Italy,Sáenz Peña,28.0,28.0,midfield - Defensive Midfield,5,right,Real Betis,2024-06-30,2020-01-14,Interplayers,,LaLiga
1733,William Carvalho,William Silva de Carvalho,31,1.87,Portugal  Angola,Luanda,16.0,30.0,midfield - Defensive Midfield,14,right,Real Betis,2026-06-30,2018-07-13,PCR Sports,,LaLiga
1734,Paul Akouokou,Edgar Paul Akouokou,25,1.81,Cote d'Ivoire,Abidjan,4.0,5.0,midfield - Defensive Midfield,4,right,Real Betis,2024-06-30,2020-09-10,Promoesport,,LaLiga
1735,Andrés Guardado,José Andrés Guardado Hernández,36,1.67,Mexico  Spain,Guadalajara,1.5,12.0,midfield - Central Midfield,18,left,Real Betis,2023-06-30,2017-07-07,,adidas,LaLiga
1736,Nabil Fekir,,29,1.73,France  Algeria,Lyon,30.0,70.0,midfield - Attacking Midfield,8,left,Real Betis,2026-06-30,2019-07-23,Relatives,Puma,LaLiga
1737,Sergio Canales,Sergio Canales Madrazo,32,1.78,Spain,Santander,20.0,25.0,midfield - Attacking Midfield,10,left,Real Betis,2026-06-30,2018-07-03,Best of You,,LaLiga
1738,Rodri Sánchez,Rodrigo Sánchez Rodríguez,22,1.75,Spain,Talayuela,8.0,8.0,midfield - Attacking Midfield,28,left,Real Betis,2026-06-30,2021-07-01,Bahía Internacional,Nike,LaLiga
1739,Juanmi,,29,1.72,Spain,Coín,15.0,15.0,Attack - Left Winger,7,right,Real Betis,2026-06-30,2019-07-01,LIAN Sports Group,,LaLiga
1740,Luiz Henrique,,22,1.82,Brazil,Petrópolis,15.0,15.0,Attack - Right Winger,11,left,Real Betis,2028-06-30,2022-07-01,AIS Football,adidas,LaLiga
1741,Juan Cruz,Juan Cruz Díaz Espósito,23,1.8,Spain  Argentina,Quilmes,2.0,2.0,Attack - Right Winger,10,left,Betis Deportivo,2025-06-30,2021-07-04,Promoesport,,Other
1742,Joaquín,,41,1.81,Spain,El Puerto de Santa María,1.5,28.0,Attack - Right Winger,17,right,Real Betis,2023-06-30,2015-08-31,Juzzt Football,,LaLiga
1743,Ayoze Pérez,Ayoze Pérez Gutiérrez,29,1.78,Spain,Santa Cruz de Tenerife,6.0,30.0,Attack - Second Striker,21,right,Real Betis,2023-06-30,2023-01-31,no agent,adidas,LaLiga
1744,Borja Iglesias,Borja Iglesias Quintas,30,1.87,Spain,Santiago de Compostela,25.0,28.0,Attack - Centre-Forward,9,right,Real Betis,2026-06-30,2019-08-14,Toldra Consulting ...,,LaLiga
1745,Willian José,,31,1.89,Brazil  Spain,Porto Calvo,7.0,30.0,Attack - Centre-Forward,12,right,Real Betis,2026-06-30,2022-07-01,Un1que Football,,LaLiga
1746,Unai Simón,Unai Simón Mendibil,25,1.9,Spain,Vitoria-Gasteiz,25.0,30.0,Goalkeeper,1,right,Athletic,2025-06-30,2018-07-01,CAA Stellar,,LaLiga
1747,Julen Agirrezabala,Julen Agirrezabala Astúlez,22,1.87,Spain,Donostia-San Sebastián,5.0,5.0,Goalkeeper,13,left,Athletic,2025-06-30,2022-07-01,YOU FIRST,,LaLiga
1748,Ander Iru,Ander Iruarrizaga Díez,24,1.88,Spain,Igorre,0.1,0.1,Goalkeeper,35,left,Athletic,2023-06-30,2022-07-01,IDUB GLOBAL,,LaLiga
1749,Iñigo Martínez,Iñigo Martínez Berridi,31,1.82,Spain,Ondarroa,18.0,32.0,Defender - Centre-Back,4,left,Athletic,2023-06-30,2018-01-30,Carmelo Sánchez,,LaLiga
1750,Yeray Álvarez,Yeray Álvarez López,28,1.82,Spain,Barakaldo,15.0,30.0,Defender - Centre-Back,5,right,Athletic,2026-06-30,2016-07-01,,,LaLiga
1751,Dani Vivian,Daniel Vivian Moreno,23,1.84,Spain,Vitoria-Gasteiz,14.0,15.0,Defender - Centre-Back,3,right,Athletic,2026-06-30,2020-08-01,Acción Sport,,LaLiga
1752,Aitor Paredes,Aitor Paredes Casamichana,23,1.85,Spain,Bilbao,0.4,0.4,Defender - Centre-Back,31,right,Athletic,2025-06-30,2022-07-01,CAA Stellar,,LaLiga
1753,Yuri Berchiche,Yuri Berchiche Izeta,33,1.81,Spain  Algeria,Zarautz,2.0,20.0,Defender - Left-Back,17,left,Athletic,2024-06-30,2018-07-02,Media Base Sports,,LaLiga
1754,Mikel Balenziaga,Mikel Balenziaga Oruesagasti,35,1.77,Spain,Zumarraga,0.5,5.0,Defender - Left-Back,24,left,Athletic,2023-06-30,2013-07-01,Football Promotions ...,,LaLiga
1755,Iñigo Lekue,Iñigo Lekue Martínez,30,1.8,Spain,Bilbao,3.0,7.5,Defender - Right-Back,15,right,Athletic,2025-06-30,2016-07-01,,,LaLiga
1756,Ander Capa,Ander Capa Rodríguez,31,1.75,Spain,Portugalete,2.0,7.5,Defender - Right-Back,21,right,Athletic,2023-06-30,2018-07-01,,,LaLiga
1757,Óscar de Marcos,Óscar de Marcos Arana,34,1.82,Spain,Laguardia,1.8,10.0,Defender - Right-Back,18,right,Athletic,2023-06-30,2010-07-01,,,LaLiga
1758,Mikel Vesga,Mikel Vesga Arruti,30,1.91,Spain,Vitoria-Gasteiz,5.0,5.0,midfield - Defensive Midfield,6,left,Athletic,2024-06-30,2016-07-01,Football Promotions ...,,LaLiga
1759,Unai Vencedor,Unai Vencedor Paris,22,1.76,Spain,Bilbao,14.0,20.0,midfield - Central Midfield,16,right,Athletic,2027-06-30,2020-08-01,,,LaLiga
1760,Oier Zarraga,Oier Zarraga Egaña,24,1.75,Spain,Getxo,3.0,3.5,midfield - Central Midfield,19,right,Athletic,2023-06-30,2021-02-01,,,LaLiga
1761,Ander Herrera,Ander Herrera Agüera,33,1.82,Spain,Bilbao,3.0,30.0,midfield - Central Midfield,23,right,Athletic,2024-06-30,2023-01-31,AC Talent,,LaLiga
1762,Dani García,Daniel García Carrillo,32,1.79,Spain,Zumarraga,2.0,6.0,midfield - Central Midfield,14,right,Athletic,2024-06-30,2018-07-01,RGFOOTBALL,adidas,LaLiga
1763,Oihan Sancet,Oihan Sancet Tirapu,23,1.88,Spain,Pamplona,30.0,30.0,midfield - Attacking Midfield,8,right,Athletic,2032-06-30,2020-08-04,,,LaLiga
1764,Iker Muniain,Iker Muniain Goñi,30,1.69,Spain,Pamplona,10.0,22.0,midfield - Attacking Midfield,10,right,Athletic,2024-06-30,2009-07-01,Jesus Medina Martin,,LaLiga
1765,Álex Berenguer,Alejandro Berenguer Remiro,27,1.75,Spain,Barañain,15.0,15.0,Attack - Left Winger,7,right,Athletic,2024-06-30,2020-10-02,YOU FIRST,,LaLiga
1766,Jon Morcillo,Jon Morcillo Conesa,24,1.83,Spain,Amorebieta-Etxano,3.0,5.0,Attack - Left Winger,2,left,Athletic,2024-06-30,2020-08-01,Football Promotions ...,,LaLiga
1767,Nico Williams,Nicholas Williams Arthuer,20,1.81,Spain  Ghana,Pamplona,25.0,25.0,Attack - Right Winger,11,right,Athletic,2024-06-30,2021-07-01,,,LaLiga
1768,Iñaki Williams,Iñaki Williams Arthuer,28,1.86,Ghana  Spain,Bilbao,25.0,50.0,Attack - Centre-Forward,9,right,Athletic,2028-06-30,2015-07-01,,Nike,LaLiga
1769,Raúl García,Raúl García Escudero,36,1.84,Spain,Zizur Mayor,2.5,16.0,Attack - Centre-Forward,22,right,Athletic,2023-06-30,2015-08-30,Bahía Internacional,Nike,LaLiga
1770,Gorka Guruzeta,Gorka Guruzeta Rodríguez,26,1.88,Spain,Donostia-San Sebastián,2.0,2.0,Attack - Centre-Forward,12,right,Athletic,2024-06-30,2022-07-03,YOU FIRST,,LaLiga
1771,Giorgi Mamardashvili,გიორგი მამარდაშვილი,22,1.97,Georgia,Tiflis,25.0,25.0,Goalkeeper,25,left,Valencia,2027-06-30,2022-01-01,Free Football,,LaLiga
1772,Jaume Doménech,Jaume Doménech Sánchez,32,1.85,Spain,Almenara,1.5,7.5,Goalkeeper,23,right,Valencia,2025-06-30,2015-07-01,Wasserman,Joma,LaLiga
1773,Iago Herrerín,Iago Herrerín Buisán,35,1.87,Spain,Bilbao,0.5,4.0,Goalkeeper,1,right,Valencia,2023-06-30,2022-09-28,,,LaLiga
1774,Cristian Rivero,Cristian Rivero Sabater,25,1.88,Spain,Gandia,0.2,0.3,Goalkeeper,13,right,Valencia,2024-06-30,2020-08-01,INTEGRAL ADVISING ...,,LaLiga
1775,Mouctar Diakhaby,,26,1.92,Guinea  France,Vendôme,8.0,30.0,Defender - Centre-Back,12,right,Valencia,2027-06-30,2018-07-01,VV Consulting,,LaLiga
1776,Eray Cömert,Eray Ervin Cömert,25,1.83,Switzerland  Turkey,Rheinfelden,4.0,4.0,Defender - Centre-Back,24,right,Valencia,2026-06-30,2022-01-25,Libera Sports,,LaLiga
1777,Gabriel Paulista,,32,1.87,Brazil  Spain,São Paulo,3.0,22.0,Defender - Centre-Back,5,right,Valencia,2024-06-30,2017-08-18,ADM Esporte,adidas,LaLiga
1778,Cenk Özkacar,,22,1.9,Turkey,Izmir,1.8,2.0,Defender - Centre-Back,15,left,Valencia,2023-06-30,2022-08-23,SEG,,LaLiga
1779,Cristhian Mosquera,Cristhian Andrey Mosquera Ibarguen,18,1.91,Spain  Colombia,Alicante,1.0,1.0,Defender - Centre-Back,12,right,Valencia B,2025-06-30,2022-07-01,INVSPORT (Sergio ...,,Other
1780,José Gayà,José Luis Gayà Peña,27,1.72,Spain,Pedreguer,35.0,50.0,Defender - Left-Back,14,left,Valencia,2027-06-30,2014-07-01,Toldra Consulting ...,Nike,LaLiga
1781,Jesús Vázquez,Jesús Vázquez Alcalde,20,1.82,Spain,Mérida,5.0,5.0,Defender - Left-Back,21,left,Valencia,2025-06-30,2022-01-01,LEADERBROCK,,LaLiga
1782,Toni Lato,Antonio Latorre Grueso,25,1.71,Spain,La Pobla de Vallbona,2.5,8.0,Defender - Left-Back,3,left,Valencia,2023-06-30,2017-07-01,Toldra Consulting ...,,LaLiga
1783,Thierry Correia,Thierry Rendall Correia,24,1.76,Portugal  Cape Verde,Amadora,12.0,14.0,Defender - Right-Back,2,right,Valencia,2026-06-30,2019-09-02,Gestifute,,LaLiga
1784,Dimitri Foulquier,,30,1.83,Guadeloupe  France,Sarcelles,3.0,4.0,Defender - Right-Back,20,right,Valencia,2025-06-30,2021-08-30,ACE,,LaLiga
1785,Hugo Guillamón,Hugo Guillamón Sanmartín,23,1.78,Spain,Donostia-San Sebastián,22.0,25.0,midfield - Defensive Midfield,6,right,Valencia,2026-06-30,2020-07-01,InterStarDeporte,,LaLiga
1786,Yunus Musah,Yunus Dimoara Musah,20,1.78,United States  England,"New York City, New York",22.0,25.0,midfield - Central Midfield,4,right,Valencia,2026-06-30,2020-08-01,Relatives,Puma,LaLiga
1787,André Almeida,Domingos André Ribeiro Almeida,22,1.76,Portugal,Guimarães,15.0,15.0,midfield - Central Midfield,18,right,Valencia,2028-06-30,2022-08-25,Jorge Pires,,LaLiga
1788,Nico González,Nicolás González Iglesias,21,1.88,Spain,A Coruña,10.0,25.0,midfield - Central Midfield,17,right,Valencia,2023-06-30,2022-08-13,Gestifute,Nike,LaLiga
1789,Ilaix Moriba,Moriba Kourouma Kourouma,20,1.85,Guinea  Spain,Conakry,6.0,25.0,midfield - Central Midfield,8,right,Valencia,2023-06-30,2022-09-01,ROGON,Nike,LaLiga
1790,Samuel Lino,Samuel Dias Lino,23,1.78,Brazil,Santo André (SP),16.0,16.0,Attack - Left Winger,16,right,Valencia,2023-06-30,2022-07-28,ADM Esporte,,LaLiga
1791,Justin Kluivert,Justin Dean Kluivert,24,1.72,Netherlands  Suriname,Zaandam,12.0,25.0,Attack - Left Winger,9,both,Valencia,2023-06-30,2022-09-01,Team Raiola,adidas,LaLiga
1792,Samu Castillejo,Samuel Castillejo Azuaga,28,1.82,Spain,Málaga,8.0,18.0,Attack - Right Winger,11,left,Valencia,2025-06-30,2022-07-12,CAA Stellar,adidas,LaLiga
1793,Fran Pérez,Francisco Pérez Martínez,20,1.76,Spain,Valencia,0.15,0.15,Attack - Right Winger,21,right,Valencia B,2023-06-30,2020-08-01,Wasserman,,Other
1794,Hugo Duro,Hugo Duro Perales,23,1.82,Spain,Getafe,5.0,10.0,Attack - Centre-Forward,19,left,Valencia,2026-06-30,2022-07-01,MESAS SPORT,,LaLiga
1795,Edinson Cavani,Édinson Roberto Cavani Gómez,36,1.84,Uruguay  Italy,Salto,4.0,60.0,Attack - Centre-Forward,7,right,Valencia,2024-06-30,2022-08-29,,Nike,LaLiga
1796,Marcos André,,26,1.85,Brazil  Spain,Coroatá,3.0,8.5,Attack - Centre-Forward,22,right,Valencia,2026-06-30,2021-08-25,ADM PRO,,LaLiga
1797,Bono,ياسين بونو,32,1.92,Morocco  Canada,"Montreal, Quebec",12.0,18.0,Goalkeeper,13,left,Sevilla FC,2025-06-30,2020-09-04,no agent,,LaLiga
1798,Marko Dmitrović,Марко Дмитровић,31,1.89,Serbia,Subotica,4.0,12.0,Goalkeeper,1,left,Sevilla FC,2025-06-30,2021-07-04,IDUB GLOBAL,,LaLiga
1799,Loïc Badé,,23,1.91,France  Cote d'Ivoire,Sèvres,10.0,17.0,Defender - Centre-Back,22,right,Sevilla FC,2026-06-30,2023-01-01,W.Egal O.S.F.M.,,LaLiga
1800,Marcão,,26,1.85,Brazil,Londrina (PR),10.0,15.0,Defender - Centre-Back,23,left,Sevilla FC,2027-06-30,2022-07-08,Master Talents,adidas,LaLiga
1801,Tanguy Nianzou,Tanguy-Austin Nianzou Kouassi,20,1.91,France  Cote d'Ivoire,Paris,9.0,12.0,Defender - Centre-Back,14,right,Sevilla FC,2027-06-30,2022-08-17,VV Consulting,adidas,LaLiga
1802,Karim Rekik,كريم رقيق,28,1.86,Netherlands  Tunisia,Den Haag,4.0,15.0,Defender - Centre-Back,4,left,Sevilla FC,2025-06-30,2020-10-05,Juzzt Football,,LaLiga
1803,Alex Telles,Alex Nicolao Telles,30,1.81,Brazil  Italy,Caxias do Sul,12.0,40.0,Defender - Left-Back,3,left,Sevilla FC,2023-06-30,2022-08-04,Gol International,adidas,LaLiga
1804,Marcos Acuña,Marcos Javier Acuña,31,1.72,Argentina,Zapala,12.0,18.0,Defender - Left-Back,19,left,Sevilla FC,2025-06-30,2020-09-14,Eleven Talent Group,,LaLiga
1805,Gonzalo Montiel,Gonzalo Ariel Montiel,26,1.75,Argentina,González Catán,12.0,17.0,Defender - Right-Back,2,right,Sevilla FC,2026-06-30,2021-08-13,Interplayers,,LaLiga
1806,Jesús Navas,Jesús Navas González,37,1.72,Spain,Los Palacios y Villafranca,3.0,30.0,Defender - Right-Back,16,right,Sevilla FC,2024-06-30,2017-08-01,Bahía Internacional,New Balance,LaLiga
1807,Pape Gueye,Pape Alassane Gueye,24,1.89,Senegal  France,Montreuil,10.0,12.0,midfield - Defensive Midfield,18,left,Sevilla FC,2023-06-30,2023-01-30,ROOF,adidas,LaLiga
1808,Nemanja Gudelj,,31,1.87,Serbia  Netherlands,Belgrad,4.0,7.0,midfield - Defensive Midfield,6,right,Sevilla FC,2023-06-30,2019-07-23,Promoesport,Nike,LaLiga
1809,Fernando,,35,1.83,Brazil  Portugal,Brasília,3.0,17.5,midfield - Defensive Midfield,20,right,Sevilla FC,2024-06-30,2019-07-12,no agent,New Balance,LaLiga
1810,Joan Jordán,Joan Jordán Moreno,28,1.85,Spain,Regencós,12.0,30.0,midfield - Central Midfield,8,right,Sevilla FC,2027-06-30,2019-07-01,LEADERBROCK,,LaLiga
1811,Óliver Torres,Óliver Torres Muñoz,28,1.75,Spain,Navalmoral de la Mata,9.0,17.0,midfield - Central Midfield,21,right,Sevilla FC,2024-06-30,2019-07-15,YOU FIRST,,LaLiga
1812,Ivan Rakitic,Ivan Rakitić,35,1.84,Croatia  Switzerland,Möhlin,4.0,70.0,midfield - Central Midfield,10,right,Sevilla FC,2024-06-30,2020-09-01,AC Talent,adidas,LaLiga
1813,Lucas Ocampos,Lucas Ariel Ocampos,28,1.87,Argentina  Spain,Quilmes,12.0,50.0,Attack - Left Winger,5,both,Sevilla FC,2024-06-30,2019-07-03,Interplayers,,LaLiga
1814,Bryan Gil,Bryan Gil Salvatierra,22,1.75,Spain,Barbate (Cádiz),12.0,30.0,Attack - Left Winger,25,left,Sevilla FC,2023-06-30,2023-01-30,IFM,,LaLiga
1815,Papu Gómez,Alejandro Darío Gómez,35,1.67,Argentina  Italy,Buenos Aires,3.0,18.0,Attack - Left Winger,24,right,Sevilla FC,2024-06-30,2021-01-26,Gr Sports,adidas,LaLiga
1816,Tecatito,,30,1.73,Mexico  Portugal,Hermosillo,10.0,30.0,Attack - Right Winger,9,both,Sevilla FC,2025-06-30,2022-01-14,CANTERA LATINA / ...,Nike,LaLiga
1817,Erik Lamela,Érik Manuel Lamela,31,1.84,Argentina  Spain,Carapachay,10.0,30.0,Attack - Right Winger,17,left,Sevilla FC,2024-06-30,2021-07-26,Interplayers,adidas,LaLiga
1818,Suso,,29,1.77,Spain,Cádiz,7.0,50.0,Attack - Right Winger,7,left,Sevilla FC,2025-06-30,2020-07-21,Promoesport,,LaLiga
1819,Youssef En-Nesyri,,25,1.92,Morocco,Fès,15.0,40.0,Attack - Centre-Forward,15,left,Sevilla FC,2025-06-30,2020-01-16,starbox,Nike,LaLiga
1820,Rafa Mir,Rafael Mir Vicente,25,1.91,Spain,Cartagena,10.0,16.0,Attack - Centre-Forward,12,right,Sevilla FC,2027-06-30,2021-08-20,Gestifute,,LaLiga
1821,Agustín Marchesín,Agustín Federico Marchesín,35,1.88,Argentina  Italy,San Cayetano,3.0,9.0,Goalkeeper,1,right,Celta de Vigo,2025-06-30,2022-08-01,,,LaLiga
1822,Iván Villar,Iván Villar Martínez,25,1.86,Spain,Aldán,1.2,2.5,Goalkeeper,13,right,Celta de Vigo,2023-06-30,2019-07-01,Promoesport,,LaLiga
1823,Joseph Aidoo,,27,1.77,Ghana,Tema,8.0,8.0,Defender - Centre-Back,15,right,Celta de Vigo,2026-06-30,2019-07-11,,,LaLiga
1824,Unai Núñez,Unai Núñez Gestoso,26,1.86,Spain,Portugalete,6.0,20.0,Defender - Centre-Back,4,right,Celta de Vigo,2023-06-30,2022-07-20,LEADERBROCK,,LaLiga
